mode,granularity,underflow,N,nb,eps,rel_factor_error,abs_factor_error,relative_residual,tile_breakdown,tile_breakdown_kind,source_csv,source_sweep
ladder_mx_full,MX,gu,40960,4096,1e-7,1.04745e-06,0.000188301,3.26643e-07,FP32=30;FP64=10;MXFP16=7;MXFP4=5;MXFP8=3;,lower,/home/abduraa/MX_project/ooc-cholesky/ladder_full_gu_missing/results.csv,ladder_full_vec1d_gu
ladder_mx_full,MX,gu,40960,4096,1e-8,1.19972e-08,2.15674e-06,8.9685e-10,FP64=31;FP32=16;MXFP16=3;MXFP4=3;MXFP8=2;,lower,/home/abduraa/MX_project/ooc-cholesky/ladder_full_gu_missing/results.csv,ladder_full_vec1d_gu
ladder_mx_full,MX,gu,65536,4096,1e-5,4.46628e-06,0.00127298,9.67666e-07,FP32=42;MXFP8=40;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/ladder_full_gu_missing/results.csv,ladder_full_vec1d_gu
ladder_mx_full,MX,gu,65536,4096,1e-6,7.81969e-07,0.000222877,2.46421e-07,FP32=42;MXFP16=40;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/ladder_full_gu_missing/results.csv,ladder_full_vec1d_gu
ladder_mx_full,MX,gu,65536,4096,1e-7,7.8015e-07,0.000222359,2.45848e-07,FP32=42;MXFP16=40;MXFP4=30;FP64=16;MXFP8=8;,lower,/home/abduraa/MX_project/ooc-cholesky/ladder_full_gu_missing/results.csv,ladder_full_vec1d_gu
ladder_mx_full,MX,gu,65536,4096,1e-8,8.56168e-09,2.44025e-06,1.13054e-09,FP64=58;FP32=40;MXFP4=30;MXFP16=8;,lower,/home/abduraa/MX_project/ooc-cholesky/ladder_full_gu_missing/results.csv,ladder_full_vec1d_gu
ladder_mx_staircase,tile,fz,32768,2048,1e-5,1.45229e-05,0.0021032,1.93966e-06,FP32=63;MXFP8=32;MXFP4=25;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,32768,2048,1e-6,2.57456e-06,0.000372847,1.49567e-07,FP32=94;MXFP4=22;FP64=16;MXFP8=4;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,32768,2048,1e-7,6.43986e-07,9.3262e-05,1.53442e-07,FP32=98;MXFP4=17;FP64=16;MXFP8=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,32768,2048,1e-8,3.13612e-08,4.54172e-06,2.28094e-09,FP32=62;FP64=57;MXFP4=15;MXFP8=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,2048,1e-5,1.34141e-05,0.00241145,2.24614e-06,FP32=100;MXFP4=62;MXFP8=28;FP64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,2048,1e-6,2.51323e-06,0.000451804,3.23474e-07,FP32=133;MXFP4=50;FP64=20;MXFP8=7;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,2048,1e-7,4.1223e-07,7.41067e-05,9.40329e-08,FP32=121;FP64=39;MXFP4=31;MXFP8=19;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,2048,1e-8,1.30616e-08,2.34808e-06,1.5724e-09,FP32=104;FP64=76;MXFP4=23;MXFP8=7;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,4096,1e-5,1.10047e-05,0.00197832,1.66767e-06,FP32=31;FP64=10;MXFP4=8;MXFP8=6;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,4096,1e-6,1.56668e-06,0.000281643,3.33289e-07,FP32=37;FP64=10;MXFP4=8;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,4096,1e-7,1.07258e-06,0.000192819,3.2649e-07,FP32=37;FP64=10;MXFP4=5;MXFP8=3;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,40960,4096,1e-8,1.4096e-08,2.53405e-06,2.27123e-09,FP64=31;FP32=19;MXFP4=3;MXFP8=2;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-5,1.56446e-05,0.00445904,2.62667e-06,FP32=42;MXFP8=40;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-6,7.64317e-07,0.000217846,2.45925e-07,FP32=82;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-7,7.68806e-07,0.000219125,2.45599e-07,FP32=82;MXFP4=30;FP64=16;MXFP8=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-8,1.7486e-08,4.98388e-06,2.34089e-09,FP64=58;FP32=48;MXFP4=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,gu,32768,2048,1e-5,8.09104e-05,0.0117174,2.86155e-06,FP32=50;MXFP8=33;MXFP4=27;FP64=16;FP16=10;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,32768,2048,1e-6,6.56498e-06,0.00095074,2.41578e-07,FP32=63;FP16=30;MXFP4=22;FP64=16;MXFP8=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,32768,2048,1e-7,6.76343e-07,9.79479e-05,1.53637e-07,FP32=94;MXFP4=17;FP64=16;MXFP8=7;FP16=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,32768,2048,1e-8,3.13612e-08,4.54172e-06,2.84425e-09,FP32=60;FP64=57;MXFP4=15;MXFP8=4;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-5,3.25854e-05,0.0058579,2.61809e-06,FP32=62;MXFP4=62;MXFP8=33;FP16=33;FP64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-6,3.37257e-06,0.000606288,4.23474e-07,FP32=105;MXFP4=50;FP16=22;FP64=20;MXFP8=13;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-7,4.38438e-07,7.88181e-05,9.43503e-08,FP32=121;FP64=39;MXFP4=33;MXFP8=17;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-8,1.63053e-08,2.93121e-06,2.66542e-09,FP32=99;FP64=76;MXFP4=24;MXFP8=11;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-5,2.77381e-05,0.00498649,2.47804e-06,FP32=21;FP64=10;FP16=9;MXFP4=8;MXFP8=7;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-6,1.9871e-06,0.000357222,3.60762e-07,FP32=30;FP64=10;MXFP4=8;FP16=7;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-7,1.07258e-06,0.000192819,3.2649e-07,FP32=37;FP64=10;MXFP4=5;MXFP8=3;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-8,1.4096e-08,2.53405e-06,2.27123e-09,FP64=31;FP32=19;MXFP4=3;MXFP8=2;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-5,1.56446e-05,0.00445904,2.62667e-06,FP32=42;MXFP8=40;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-6,1.38549e-06,0.000394893,3.09904e-07,FP32=58;MXFP4=38;FP16=24;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-7,7.68806e-07,0.000219125,2.45599e-07,FP32=82;MXFP4=30;FP64=16;MXFP8=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-8,1.7486e-08,4.98388e-06,2.34089e-09,FP64=58;FP32=48;MXFP4=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,MX,fz,32768,2048,1e-5,5.70989e-05,0.00826906,1.85418e-06,FP32=60;MXFP8=33;MXFP4=27;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,32768,2048,1e-6,2.20195e-06,0.000318886,1.72825e-07,FP32=90;MXFP4=24;FP64=16;MXFP8=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,32768,2048,1e-7,5.8703e-07,8.50136e-05,1.54217e-07,FP32=96;MXFP4=19;FP64=16;MXFP8=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,32768,2048,1e-8,3.13607e-08,4.54165e-06,1.75437e-09,FP32=59;FP64=57;MXFP4=15;MXFP8=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,2048,1e-5,1.64727e-05,0.0029613,1.21619e-06,FP32=94;MXFP4=63;MXFP8=33;FP64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,2048,1e-6,1.53465e-06,0.000275885,3.00845e-07,FP32=127;MXFP4=50;FP64=20;MXFP8=13;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,2048,1e-7,4.03041e-07,7.24549e-05,9.33654e-08,FP32=121;FP64=39;MXFP4=35;MXFP8=15;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,2048,1e-8,1.42835e-08,2.56776e-06,1.2608e-09,FP32=99;FP64=76;MXFP4=25;MXFP8=10;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,4096,1e-5,7.61758e-06,0.00136942,6.14733e-07,FP32=30;FP64=10;MXFP4=8;MXFP8=7;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,4096,1e-6,1.08224e-06,0.000194555,3.28678e-07,FP32=37;FP64=10;MXFP4=8;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,4096,1e-7,1.04697e-06,0.000188214,3.26589e-07,FP32=37;FP64=10;MXFP4=5;MXFP8=3;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,40960,4096,1e-8,1.19978e-08,2.15685e-06,8.96628e-10,FP64=31;FP32=19;MXFP4=3;MXFP8=2;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,65536,4096,1e-5,4.46628e-06,0.00127298,9.67666e-07,FP32=42;MXFP8=40;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,65536,4096,1e-6,7.66484e-07,0.000218463,2.46347e-07,FP32=82;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,65536,4096,1e-7,7.64494e-07,0.000217896,2.45775e-07,FP32=82;MXFP4=30;FP64=16;MXFP8=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,fz,65536,4096,1e-8,8.5033e-09,2.42361e-06,1.13043e-09,FP64=58;FP32=48;MXFP4=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,MX,gu,32768,2048,1e-5,5.71984e-05,0.00828347,2.40133e-06,FP32=50;MXFP4=31;MXFP8=29;FP64=16;FP16=10;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,32768,2048,1e-6,2.68979e-06,0.000389535,2.49649e-07,FP32=63;FP16=27;MXFP4=24;FP64=16;MXFP8=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,32768,2048,1e-7,6.76345e-07,9.79483e-05,1.4916e-07,FP32=94;MXFP4=21;FP64=16;MXFP8=3;FP16=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,32768,2048,1e-8,3.13607e-08,4.54165e-06,1.75437e-09,FP32=59;FP64=57;MXFP4=15;MXFP8=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,2048,1e-5,3.04031e-05,0.00546557,1.56159e-06,MXFP4=64;FP32=62;MXFP8=32;FP16=32;FP64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,2048,1e-6,2.45107e-06,0.00044063,3.51914e-07,FP32=105;MXFP4=51;FP16=22;FP64=20;MXFP8=12;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,2048,1e-7,4.03041e-07,7.24549e-05,9.47846e-08,FP32=121;FP64=39;MXFP4=37;MXFP8=13;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,2048,1e-8,2.14961e-08,3.86436e-06,2.27421e-09,FP32=99;FP64=76;MXFP4=29;MXFP8=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,4096,1e-5,1.89884e-05,0.00341355,1.11958e-06,FP32=21;FP64=10;FP16=9;MXFP4=9;MXFP8=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,4096,1e-6,1.64421e-06,0.00029558,3.57516e-07,FP32=30;FP64=10;MXFP4=8;FP16=7;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,4096,1e-7,1.04697e-06,0.000188214,3.26589e-07,FP32=37;FP64=10;MXFP4=5;MXFP8=3;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,40960,4096,1e-8,1.19978e-08,2.15685e-06,8.96628e-10,FP64=31;FP32=19;MXFP4=3;MXFP8=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,65536,4096,1e-5,4.46628e-06,0.00127298,9.67666e-07,FP32=42;MXFP8=40;MXFP4=38;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,65536,4096,1e-6,1.37388e-06,0.000391583,3.11558e-07,FP32=58;MXFP4=38;FP16=24;FP64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,65536,4096,1e-7,7.64494e-07,0.000217896,2.45775e-07,FP32=82;MXFP4=30;FP64=16;MXFP8=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,MX,gu,65536,4096,1e-8,8.5033e-09,2.42361e-06,1.13043e-09,FP64=58;FP32=48;MXFP4=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
